geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,updated_at,_ingested_at,_source_file,_batch_id
09030,-23.670374418102146,-46.525675033179645,santo andré,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
09751,-23.693028139881143,-46.54695362280001,sao bernardo do campo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
12245,-23.199327910749645,-45.88679387947946,são josé dos campos,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
12530,-23.07558796563428,-44.95788421241348,cunha,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
12952,-23.14492333670709,-46.539830386938746,atibaia,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
13049,-22.968689563239053,-47.0735568816794,campinas,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
13482,-22.57487785152052,-47.416177053147926,limeira,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
13483,-22.56835042131686,-47.44743947974489,limeira,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
13501,-22.421270999999948,-47.55270049999996,rio claro,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
13506,-22.43740794263641,-47.55147155592709,rio claro,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
78020,-15.60297857178555,-56.10296014321507,cuiaba,MT,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
80230,-25.44041155231119,-49.27281542157665,curitiba,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
81770,-25.5347523805182,-49.236641559813016,curitiba,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
83045,-25.50558541220332,-49.18988673051925,sao jose dos pinhais,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
83327,-25.39247780481249,-49.16387036029701,pinhais,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
84220,-24.11443747897362,-49.45979539247262,senges,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
84530,-25.372898999999997,-50.46185700000001,teixeira soares,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
85770,-25.77211109455507,-53.5370316790837,realeza,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
87050,-23.437975269077903,-51.91385959802448,maringa,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
87114,-23.431481257369107,-51.85490851643521,sarandi,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
87160,-23.3444533546691,-52.0955185291364,mandaguacu,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
87340,-24.304112999999997,-52.533738,mambore,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
88330,-26.999696999999948,-48.63513949999995,balneario camboriu,SC,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
88495,-28.03172040884407,-48.62388672140172,garopaba,SC,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
13211,-23.179889672043977,-46.928510109318665,jundiai,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
13310,-23.27791979536116,-47.29777730942436,itu,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
13403,-22.727374795169958,-47.67061025477531,piracicaba,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
13465,-22.74703919816495,-47.34322030252755,americana,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
14010,-21.179578055269594,-47.81126902131619,ribeirao preto,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
14720,-21.114254738381373,-48.4420827102807,taiúva,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
15055,-20.793966591593712,-49.363925103061646,sao jose do rio preto,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
15900,-21.40988100649633,-48.49689418444743,taquaritinga,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
16204,-21.30207124709913,-50.34447517254305,birigüi,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
16800,-21.131534491601712,-51.10568265114781,mirandopolis,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
17700,-21.78761366528708,-50.87213184519997,osvaldo cruz,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
18048,-23.540113319994173,-47.47208617147569,sorocaba,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
18080,-23.4773539314444,-47.46276661143171,sorocaba,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
95680,-29.374542581978403,-50.7993160369122,canela,RS,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
96201,-32.03094717184131,-52.08162508196311,rio grande,RS,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
97543,-29.80050445204419,-55.79828161835262,alegrete,RS,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
98270,-28.42424999999997,-53.65641999999997,pejucara,RS,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
98600,-27.457772632586583,-53.93605109037768,tres passos,RS,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
13290,-23.08412527710581,-46.98121307089687,louveira,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
13333,-23.06645625010041,-47.21591274539021,indaiatuba,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
13540,-22.220576213907908,-47.627468212183366,corumbatai,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
13566,-22.00055438718329,-47.88585695697964,sao carlos,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
14062,-21.120666287911064,-47.82124996826418,ribeirao preto,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
14790,-20.32575857378295,-48.319543357640256,guaira,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
15990,-21.600017486814032,-48.36150673633789,matao,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
16022,-21.235015152374626,-50.46798178227244,aracatuba,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
17400,-22.218988944556266,-49.64362334020589,garca,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
17511,-22.181007751312865,-49.963543554532905,marilia,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
18055,-23.489741556206333,-47.509921178602326,sorocaba,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
20040,-22.906800000000004,-43.176623145421054,rio de janeiro,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
20561,-22.9217373075192,-43.262810696087485,rio de janeiro,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
01049,-23.54530659310986,-46.636994571065735,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
01129,-23.52568868803739,-46.64218081986844,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
02036,-23.50210750375091,-46.62196127699232,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
02134,-23.499318080212344,-46.578124372468125,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
02251,-23.47555298834324,-46.58458209824575,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
02274,-23.46551402193457,-46.58517457771257,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
03156,-23.58136699134433,-46.56438226771108,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
03216,-23.606865115730898,-46.55510886303304,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
03322,-23.549660117981254,-46.57027590146579,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
04132,-23.6135049775232,-46.61745650903103,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
04141,-23.61041811434591,-46.63263307660568,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
04209,-23.581842935887803,-46.60117984194124,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
04360,-23.643335839027035,-46.66315536095557,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
04851,-23.75344503818654,-46.66921268496448,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
05307,-23.523200385668098,-46.73896974005393,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
05727,-23.625590333054426,-46.73905080544173,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
06243,-23.50120698102153,-46.7987711273679,osasco,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
06387,-23.55134994036523,-46.83514188734528,carapicuiba,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
07033,-23.4967913119626,-46.555892863725546,guarulhos,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
07133,-23.44007914793122,-46.51144923980033,guarulhos,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
07813,-23.30687031531724,-46.762745102764434,franco da rocha,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
08080,-23.484915471002324,-46.43150265889548,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
08430,-23.53253894532287,-46.42331708021234,são paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
08440,-23.538638336112843,-46.40901521065842,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
08593,-23.442644999999946,-46.31869249999997,itaquaquecetuba,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
08673,-23.54646763188849,-46.31743880609893,suzano,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
09726,-23.69554254235653,-46.56158498222641,sao bernardo do campo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
68746,-1.3017137525627682,-47.8979704954983,castanhal,PA,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
70040,-15.797781541531345,-47.8746815799425,brasilia,DF,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
71660,-15.840864092628385,-47.83810636053764,brasilia,DF,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
71693,-15.914343473621368,-47.76019745174625,brasilia,DF,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
71918,-15.837191999999996,-48.03224624999999,brasília,DF,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
74735,-16.68095471241174,-49.20636796865232,goiania,GO,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
77620,-9.94940384269379,-47.97747007501624,aparecida do rio negro,TO,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
78110,-15.644487426308524,-56.13548099278663,várzea grande,MT,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
80330,-25.472734941716197,-49.30563836747645,curitiba,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
81070,-25.48015350874257,-49.29687243020366,curitiba,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
81880,-25.539430693865768,-49.2886326382077,curitiba,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
82840,-25.4046727705902,-49.19971258303454,curitiba,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
82990,-25.463871052156552,-49.19510577816825,curitiba,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
83408,-25.371298736141743,-49.18823376385825,colombo,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
84040,-25.11074915875126,-50.16128768235323,ponta grossa,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
85601,-26.07915296665839,-53.06725661073275,francisco beltrao,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
85861,-25.502404350701365,-54.552678340623295,foz do iguacu,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
86600,-23.31259824896755,-51.36894941889966,rolandia,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
87703,-23.0695428504722,-52.46855076635804,paranavai,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
87900,-22.931426544866625,-53.13375928731349,loanda,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
88371,-26.878955021651237,-48.68433308448546,navegantes,SC,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
88385,-26.773764104374084,-48.63953711236351,penha,SC,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
89120,-26.83365489702238,-49.26170944102369,timbo,SC,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
22733,-22.900534532892813,-43.357539142939565,rio de janeiro,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
22775,-22.972956517889177,-43.39706327699233,rio de janeiro,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
23573,-22.913586680824032,-43.65451666403138,rio de janeiro,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
24422,-22.83184884187392,-43.03317893358011,sao goncalo,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
24426,-22.83536936790349,-43.08464036790347,sao goncalo,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
24457,-22.807820702930368,-43.008548837565705,sao goncalo,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
25036,-22.663189612142688,-43.3037112690833,duque de caxias,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
27470,-22.693764497543054,-44.00449724718562,passa tres,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
27915,-22.381187886109803,-41.77651253862916,macae,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
28614,-22.29490827532107,-42.5253535471998,nova friburgo,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
28615,-22.3079763275354,-42.523626109974224,nova friburgo,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
28943,-22.85879545945832,-42.05025992573866,sao pedro da aldeia,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
29101,-20.328516912247657,-40.27466690945518,vila velha,ES,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
